Summary stage 2000 (1998+)	Race recode (W, B, AI, API)	Year of diagnosis	Age recode with <1 year olds	Age-Adjusted Rate	Count	Population	Std Pop
Regional	Black	2009	75-79 years	106.2	165	155409	7414559
Regional	Black	2009	80-84 years	95.1	100	105117	4900234
Regional	Black	2009	85+ years	100.5	95	94558	4259173
Regional	Black	2010	00 years	0.0	0	170369	3794901
Regional	Black	2010	01-04 years	0.0	0	698966	15191619
Regional	Black	2010	05-09 years	0.0	0	847999	19919840
Regional	Black	2010	10-14 years	0.1	1	884783	20056779
Regional	Black	2010	15-19 years	0.1	1	972538	19819518
Regional	Black	2010	20-24 years	0.5	4	880094	18257225
Regional	Black	2010	25-29 years	0.8	6	785291	17722067
Regional	Black	2010	30-34 years	1.3	10	749373	19511370
Regional	Black	2010	35-39 years	3.0	22	730981	22179956
Regional	Black	2010	40-44 years	7.2	54	748550	22479229
Regional	Black	2010	45-49 years	13.2	103	777623	19805793
Regional	Black	2010	50-54 years	23.0	168	729745	17224359
Regional	Black	2010	55-59 years	26.6	158	593173	13307234
Regional	Black	2010	60-64 years	44.6	204	457886	10654272
Regional	Black	2010	65-69 years	64.3	198	308053	9409940
Regional	Black	2010	70-74 years	70.9	158	222858	8725574
Regional	Black	2010	75-79 years	87.7	139	158464	7414559
Regional	Black	2010	80-84 years	90.1	97	107640	4900234
Regional	Black	2010	85+ years	98.1	97	98875	4259173
Regional	Black	2011	00 years	0.0	0	170632	3794901
Regional	Black	2011	01-04 years	0.0	0	698243	15191619
Regional	Black	2011	05-09 years	0.0	0	847508	19919840
Regional	Black	2011	10-14 years	0.0	0	885788	20056779
Regional	Black	2011	15-19 years	0.1	1	946956	19819518
Regional	Black	2011	20-24 years	0.1	1	924816	18257225
Regional	Black	2011	25-29 years	0.8	6	797228	17722067
Regional	Black	2011	30-34 years	0.9	7	767810	19511370
Regional	Black	2011	35-39 years	3.1	22	716048	22179956
Regional	Black	2011	40-44 years	6.7	50	751035	22479229
Regional	Black	2011	45-49 years	13.9	107	772426	19805793
Regional	Black	2011	50-54 years	20.0	148	740752	17224359
Regional	Black	2011	55-59 years	27.9	171	613377	13307234
Regional	Black	2011	60-64 years	41.4	202	488295	10654272
Regional	Black	2011	65-69 years	51.8	165	318666	9409940
Regional	Black	2011	70-74 years	71.9	165	229594	8725574
Regional	Black	2011	75-79 years	82.2	135	164221	7414559
Regional	Black	2011	80-84 years	83.4	91	109122	4900234
Regional	Black	2011	85+ years	93.9	96	102267	4259173
Regional	Black	2012	00 years	0.0	0	167906	3794901
Regional	Black	2012	01-04 years	0.0	0	692818	15191619
Regional	Black	2012	05-09 years	0.0	0	856405	19919840
Regional	Black	2012	10-14 years	0.0	0	879434	20056779
Regional	Black	2012	15-19 years	0.1	1	925334	19819518
Regional	Black	2012	20-24 years	0.1	1	963683	18257225
Regional	Black	2012	25-29 years	1.1	9	809629	17722067
Regional	Black	2012	30-34 years	2.4	19	781514	19511370
Regional	Black	2012	35-39 years	2.9	21	713928	22179956
Regional	Black	2012	40-44 years	5.7	43	751873	22479229
Regional	Black	2012	45-49 years	13.5	103	762151	19805793
Regional	Black	2012	50-54 years	23.5	175	745572	17224359
Regional	Black	2012	55-59 years	31.5	201	639025	13307234
Regional	Black	2012	60-64 years	37.1	186	501848	10654272
Regional	Black	2012	65-69 years	57.8	198	342748	9409940
Regional	Black	2012	70-74 years	74.6	178	238632	8725574
Regional	Black	2012	75-79 years	83.4	141	169152	7414559
Regional	Black	2012	80-84 years	92.4	103	111430	4900234
Regional	Black	2012	85+ years	78.0	83	106344	4259173
Regional	Black	2013	00 years	0.0	0	167762	3794901
Regional	Black	2013	01-04 years	0.0	0	683637	15191619
Regional	Black	2013	05-09 years	0.0	0	868525	19919840
Regional	Black	2013	10-14 years	0.0	0	871896	20056779
Regional	Black	2013	15-19 years	0.1	1	905573	19819518
Regional	Black	2013	20-24 years	0.3	3	988949	18257225
Regional	Black	2013	25-29 years	0.6	5	829766	17722067
Regional	Black	2013	30-34 years	2.3	18	792242	19511370
Regional	Black	2013	35-39 years	3.8	27	719343	22179956
Regional	Black	2013	40-44 years	7.8	58	748272	22479229
Regional	Black	2013	45-49 years	12.7	95	750786	19805793
Regional	Black	2013	50-54 years	23.7	178	751336	17224359
Regional	Black	2013	55-59 years	24.5	162	660410	13307234
Regional	Black	2013	60-64 years	40.4	209	516739	10654272
Regional	Black	2013	65-69 years	54.8	200	364970	9409940
Regional	Black	2013	70-74 years	63.0	158	250645	8725574
Regional	Black	2013	75-79 years	80.8	141	174514	7414559
Regional	Black	2013	80-84 years	84.7	97	114546	4900234
Regional	Black	2013	85+ years	62.7	69	109974	4259173
Regional	Black	2014	00 years	0.0	0	172974	3794901
Regional	Black	2014	01-04 years	0.0	0	679601	15191619
Regional	Black	2014	05-09 years	0.0	0	875049	19919840
Regional	Black	2014	10-14 years	0.0	0	866248	20056779
Regional	Black	2014	15-19 years	0.1	1	891622	19819518
Regional	Black	2014	20-24 years	0.4	4	999765	18257225
Regional	Black	2014	25-29 years	0.3	3	865401	17722067
Regional	Black	2014	30-34 years	1.8	14	798513	19511370
Regional	Black	2014	35-39 years	4.8	35	734978	22179956
Regional	Black	2014	40-44 years	8.0	59	741653	22479229
Regional	Black	2014	45-49 years	14.3	106	738860	19805793
Regional	Black	2014	50-54 years	19.3	146	756125	17224359
Regional	Black	2014	55-59 years	27.0	183	678557	13307234
Regional	Black	2014	60-64 years	35.5	190	534723	10654272
Regional	Black	2014	65-69 years	51.5	201	390136	9409940
Regional	Black	2014	70-74 years	58.4	153	261890	8725574
Regional	Black	2014	75-79 years	70.5	127	180253	7414559
Regional	Black	2014	80-84 years	66.8	79	118281	4900234
Regional	Black	2014	85+ years	66.0	75	113586	4259173
Distant	Black	2000	00 years	0.0	0	164743	3794901
Distant	Black	2000	01-04 years	0.0	0	663904	15191619
Distant	Black	2000	05-09 years	0.0	0	925227	19919840
Distant	Black	2000	10-14 years	0.0	0	895312	20056779
Distant	Black	2000	15-19 years	0.0	0	811534	19819518
Distant	Black	2000	20-24 years	0.0	0	738949	18257225
Distant	Black	2000	25-29 years	0.3	2	721173	17722067
Distant	Black	2000	30-34 years	0.7	5	751976	19511370
Distant	Black	2000	35-39 years	1.4	11	795045	22179956
Distant	Black	2000	40-44 years	7.6	57	748688	22479229
Distant	Black	2000	45-49 years	9.9	62	626388	19805793
Distant	Black	2000	50-54 years	15.3	77	504521	17224359
Distant	Black	2000	55-59 years	28.6	102	356213	13307234
Distant	Black	2000	60-64 years	45.2	128	283409	10654272
Distant	Black	2000	65-69 years	49.4	113	228697	9409940
Distant	Black	2000	70-74 years	65.1	121	185827	8725574
Distant	Black	2000	75-79 years	70.5	100	141925	7414559
Distant	Black	2000	80-84 years	97.4	87	89293	4900234
Distant	Black	2000	85+ years	89.1	71	79721	4259173
Distant	Black	2001	00 years	0.0	0	167142	3794901
Distant	Black	2001	01-04 years	0.0	0	659603	15191619
Distant	Black	2001	05-09 years	0.0	0	904459	19919840
Distant	Black	2001	10-14 years	0.0	0	924241	20056779
Distant	Black	2001	15-19 years	0.0	0	823182	19819518
Distant	Black	2001	20-24 years	0.0	0	766761	18257225
Distant	Black	2001	25-29 years	0.1	1	702859	17722067
Distant	Black	2001	30-34 years	0.8	6	753996	19511370
Distant	Black	2001	35-39 years	1.8	14	793026	22179956
Distant	Black	2001	40-44 years	5.6	43	763121	22479229
Distant	Black	2001	45-49 years	10.8	70	646157	19805793
Distant	Black	2001	50-54 years	14.8	80	540526	17224359
Distant	Black	2001	55-59 years	27.4	101	368676	13307234
Distant	Black	2001	60-64 years	40.0	116	290301	10654272
Distant	Black	2001	65-69 years	53.5	126	235420	9409940
Distant	Black	2001	70-74 years	65.9	123	186675	8725574
Distant	Black	2001	75-79 years	83.1	120	144364	7414559
Distant	Black	2001	80-84 years	75.2	69	91810	4900234
Distant	Black	2001	85+ years	84.2	66	78405	4259173
Distant	Black	2002	00 years	0.0	0	162100	3794901
Distant	Black	2002	01-04 years	0.0	0	661088	15191619
Distant	Black	2002	05-09 years	0.0	0	885018	19919840
Distant	Black	2002	10-14 years	0.0	0	949627	20056779
Distant	Black	2002	15-19 years	0.0	0	836137	19819518
Distant	Black	2002	20-24 years	0.3	2	786899	18257225
Distant	Black	2002	25-29 years	0.1	1	695112	17722067
Distant	Black	2002	30-34 years	1.6	12	755444	19511370
Distant	Black	2002	35-39 years	2.0	16	782384	22179956
Distant	Black	2002	40-44 years	5.6	43	771724	22479229
Distant	Black	2002	45-49 years	12.0	81	673219	19805793
Distant	Black	2002	50-54 years	19.0	106	558587	17224359
Distant	Black	2002	55-59 years	32.8	130	395955	13307234
Distant	Black	2002	60-64 years	40.1	120	299612	10654272
Distant	Black	2002	65-69 years	44.5	107	240268	9409940
Distant	Black	2002	70-74 years	55.0	104	189262	8725574
Distant	Black	2002	75-79 years	62.6	91	145482	7414559
Distant	Black	2002	80-84 years	85.6	81	94614	4900234
Distant	Black	2002	85+ years	82.1	64	78001	4259173
Distant	Black	2003	00 years	0.0	0	160463	3794901
Distant	Black	2003	01-04 years	0.0	0	659715	15191619
Distant	Black	2003	05-09 years	0.0	0	867402	19919840
Distant	Black	2003	10-14 years	0.0	0	966462	20056779
Distant	Black	2003	15-19 years	0.1	1	855732	19819518
Distant	Black	2003	20-24 years	0.3	2	797189	18257225
Distant	Black	2003	25-29 years	0.1	1	693816	17722067
Distant	Black	2003	30-34 years	1.2	9	750239	19511370
Distant	Black	2003	35-39 years	1.4	11	769826	22179956
Distant	Black	2003	40-44 years	6.8	53	779776	22479229
Distant	Black	2003	45-49 years	10.2	71	697064	19805793
Distant	Black	2003	50-54 years	20.0	115	576247	17224359
Distant	Black	2003	55-59 years	25.4	107	422061	13307234
Distant	Black	2003	60-64 years	40.0	125	312368	10654272
Distant	Black	2003	65-69 years	52.4	129	246112	9409940
Distant	Black	2003	70-74 years	57.8	111	192195	8725574
Distant	Black	2003	75-79 years	67.4	99	146852	7414559
Distant	Black	2003	80-84 years	71.3	69	96828	4900234
Distant	Black	2003	85+ years	78.9	62	78601	4259173
Distant	Black	2004	00 years	0.0	0	160577	3794901
Distant	Black	2004	01-04 years	0.0	0	658008	15191619
Distant	Black	2004	05-09 years	0.0	0	852995	19919840
Distant	Black	2004	10-14 years	0.0	0	970063	20056779
Distant	Black	2004	15-19 years	0.2	2	883103	19819518
Distant	Black	2004	20-24 years	0.4	3	808624	18257225
Distant	Black	2004	25-29 years	0.4	3	711179	17722067
Distant	Black	2004	30-34 years	1.3	10	743806	19511370
Distant	Black	2004	35-39 years	2.6	20	756246	22179956
Distant	Black	2004	40-44 years	3.9	31	788937	22479229
Distant	Black	2004	45-49 years	10.2	73	715438	19805793
Distant	Black	2004	50-54 years	18.8	112	596177	17224359
Distant	Black	2004	55-59 years	26.8	121	451821	13307234
Distant	Black	2004	60-64 years	41.9	136	324594	10654272
Distant	Black	2004	65-69 years	48.4	122	251828	9409940
Distant	Black	2004	70-74 years	58.8	115	195614	8725574
Distant	Black	2004	75-79 years	74.1	109	147197	7414559
Distant	Black	2004	80-84 years	84.0	83	98846	4900234
Distant	Black	2004	85+ years	90.7	72	79367	4259173
Distant	Black	2005	00 years	0.0	0	147766	3794901
Distant	Black	2005	01-04 years	0.0	0	604476	15191619
Distant	Black	2005	05-09 years	0.0	0	781492	19919840
Distant	Black	2005	10-14 years	0.1	1	887482	20056779
Distant	Black	2005	15-19 years	0.0	0	848108	19819518
Distant	Black	2005	20-24 years	0.5	4	741417	18257225
Distant	Black	2005	25-29 years	0.7	5	678222	17722067
Distant	Black	2005	30-34 years	1.6	11	680374	19511370
Distant	Black	2005	35-39 years	2.4	17	703852	22179956
Distant	Black	2005	40-44 years	5.0	37	737272	22479229
Distant	Black	2005	45-49 years	10.2	70	684090	19805793
Distant	Black	2005	50-54 years	17.1	97	568433	17224359
Distant	Black	2005	55-59 years	24.2	109	450948	13307234
Distant	Black	2005	60-64 years	45.9	142	309667	10654272
Distant	Black	2005	65-69 years	53.2	127	238833	9409940
Distant	Black	2005	70-74 years	46.8	86	183905	8725574
Distant	Black	2005	75-79 years	69.1	95	137529	7414559
Distant	Black	2005	80-84 years	84.5	78	92269	4900234
Distant	Black	2005	85+ years	93.3	71	76079	4259173
Distant	Black	2006	00 years	0.0	0	158918	3794901
Distant	Black	2006	01-04 years	0.0	0	644874	15191619
Distant	Black	2006	05-09 years	0.0	0	833259	19919840
Distant	Black	2006	10-14 years	0.0	0	926401	20056779
Distant	Black	2006	15-19 years	0.1	1	935953	19819518
Distant	Black	2006	20-24 years	0.2	2	801496	18257225
Distant	Black	2006	25-29 years	0.4	3	744424	17722067
Distant	Black	2006	30-34 years	1.0	7	701756	19511370
Distant	Black	2006	35-39 years	2.8	21	747341	22179956
Distant	Black	2006	40-44 years	5.5	43	781280	22479229
Distant	Black	2006	45-49 years	9.7	72	743059	19805793
Distant	Black	2006	50-54 years	20.3	128	630325	17224359
Distant	Black	2006	55-59 years	25.4	131	516657	13307234
Distant	Black	2006	60-64 years	34.2	117	342230	10654272
Distant	Black	2006	65-69 years	46.8	123	262911	9409940
Distant	Black	2006	70-74 years	61.7	125	202602	8725574
Distant	Black	2006	75-79 years	56.0	83	148109	7414559
Distant	Black	2006	80-84 years	72.6	73	100617	4900234
Distant	Black	2006	85+ years	90.5	76	84022	4259173
Distant	Black	2007	00 years	0.0	0	171087	3794901
Distant	Black	2007	01-04 years	0.0	0	650645	15191619
Distant	Black	2007	05-09 years	0.0	0	836558	19919840
Distant	Black	2007	10-14 years	0.0	0	913498	20056779
Distant	Black	2007	15-19 years	0.1	1	963705	19819518
Distant	Black	2007	20-24 years	0.2	2	811561	18257225
Distant	Black	2007	25-29 years	0.9	7	764675	17722067
Distant	Black	2007	30-34 years	1.0	7	700076	19511370
Distant	Black	2007	35-39 years	3.2	24	752111	22179956
Distant	Black	2007	40-44 years	6.3	49	774584	22479229
Distant	Black	2007	45-49 years	11.5	87	755114	19805793
Distant	Black	2007	50-54 years	19.9	131	659946	17224359
Distant	Black	2007	55-59 years	25.3	135	534000	13307234
Distant	Black	2007	60-64 years	34.4	127	369187	10654272
Distant	Black	2007	65-69 years	36.4	99	271926	9409940
Distant	Black	2007	70-74 years	54.3	112	206433	8725574
Distant	Black	2007	75-79 years	59.4	89	149925	7414559
Distant	Black	2007	80-84 years	74.4	76	102096	4900234
Distant	Black	2007	85+ years	81.2	71	87392	4259173
Distant	Black	2008	00 years	0.0	0	173111	3794901
Distant	Black	2008	01-04 years	0.0	0	668705	15191619
Distant	Black	2008	05-09 years	0.0	0	837955	19919840
Distant	Black	2008	10-14 years	0.0	0	900211	20056779
Distant	Black	2008	15-19 years	0.2	2	980961	19819518
Distant	Black	2008	20-24 years	0.0	0	827413	18257225
Distant	Black	2008	25-29 years	0.4	3	778920	17722067
Distant	Black	2008	30-34 years	1.1	8	706260	19511370
Distant	Black	2008	35-39 years	2.0	15	751071	22179956
Distant	Black	2008	40-44 years	6.5	50	765461	22479229
Distant	Black	2008	45-49 years	10.3	79	765511	19805793
Distant	Black	2008	50-54 years	17.2	118	686447	17224359
Distant	Black	2008	55-59 years	26.8	148	551763	13307234
Distant	Black	2008	60-64 years	32.7	129	394289	10654272
Distant	Black	2008	65-69 years	49.6	141	284118	9409940
Distant	Black	2008	70-74 years	52.6	111	210864	8725574
Distant	Black	2008	75-79 years	66.0	100	151628	7414559
Distant	Black	2008	80-84 years	78.3	81	103489	4900234
Distant	Black	2008	85+ years	85.2	77	90358	4259173
Distant	Black	2009	00 years	0.0	0	172114	3794901
Distant	Black	2009	01-04 years	0.0	0	686068	15191619
Distant	Black	2009	05-09 years	0.0	0	843883	19919840
Distant	Black	2009	10-14 years	0.0	0	889185	20056779
Distant	Black	2009	15-19 years	0.0	0	984716	19819518
Distant	Black	2009	20-24 years	0.4	3	849194	18257225
Distant	Black	2009	25-29 years	0.1	1	786040	17722067
Distant	Black	2009	30-34 years	1.1	8	725841	19511370
Distant	Black	2009	35-39 years	2.7	20	745093	22179956
Distant	Black	2009	40-44 years	6.2	47	752245	22479229
Distant	Black	2009	45-49 years	12.4	96	775798	19805793
Distant	Black	2009	50-54 years	17.9	127	707772	17224359
Distant	Black	2009	55-59 years	23.8	136	572621	13307234
Distant	Black	2009	60-64 years	33.7	143	423879	10654272
Distant	Black	2009	65-69 years	42.8	127	297051	9409940
Distant	Black	2009	70-74 years	55.0	119	216408	8725574
Distant	Black	2009	75-79 years	64.3	100	155409	7414559
Distant	Black	2009	80-84 years	83.7	88	105117	4900234
Distant	Black	2009	85+ years	64.5	61	94558	4259173
Distant	Black	2010	00 years	0.0	0	170369	3794901
Distant	Black	2010	01-04 years	0.0	0	698966	15191619
Distant	Black	2010	05-09 years	0.0	0	847999	19919840
Distant	Black	2010	10-14 years	0.0	0	884783	20056779
Distant	Black	2010	15-19 years	0.0	0	972538	19819518
Distant	Black	2010	20-24 years	0.5	4	880094	18257225
Distant	Black	2010	25-29 years	0.5	4	785291	17722067
Distant	Black	2010	30-34 years	0.8	6	749373	19511370
Distant	Black	2010	35-39 years	2.7	20	730981	22179956
Distant	Black	2010	40-44 years	5.3	40	748550	22479229
Distant	Black	2010	45-49 years	12.6	98	777623	19805793
Distant	Black	2010	50-54 years	16.7	122	729745	17224359
Distant	Black	2010	55-59 years	25.6	152	593173	13307234
Distant	Black	2010	60-64 years	37.6	172	457886	10654272
Distant	Black	2010	65-69 years	46.1	142	308053	9409940
Distant	Black	2010	70-74 years	44.9	100	222858	8725574
Distant	Black	2010	75-79 years	53.0	84	158464	7414559
Distant	Black	2010	80-84 years	76.2	82	107640	4900234
Distant	Black	2010	85+ years	54.6	54	98875	4259173
Distant	Black	2011	00 years	0.0	0	170632	3794901
Distant	Black	2011	01-04 years	0.0	0	698243	15191619
Distant	Black	2011	05-09 years	0.0	0	847508	19919840
Distant	Black	2011	10-14 years	0.0	0	885788	20056779
Distant	Black	2011	15-19 years	0.0	0	946956	19819518
Distant	Black	2011	20-24 years	0.0	0	924816	18257225
Distant	Black	2011	25-29 years	0.9	7	797228	17722067
Distant	Black	2011	30-34 years	1.4	11	767810	19511370
Distant	Black	2011	35-39 years	3.5	25	716048	22179956
Distant	Black	2011	40-44 years	5.2	39	751035	22479229
Distant	Black	2011	45-49 years	11.8	91	772426	19805793
Distant	Black	2011	50-54 years	17.8	132	740752	17224359
Distant	Black	2011	55-59 years	24.8	152	613377	13307234
Distant	Black	2011	60-64 years	34.0	166	488295	10654272
Distant	Black	2011	65-69 years	45.2	144	318666	9409940
Distant	Black	2011	70-74 years	45.7	105	229594	8725574
Distant	Black	2011	75-79 years	57.8	95	164221	7414559
Distant	Black	2011	80-84 years	66.9	73	109122	4900234
Distant	Black	2011	85+ years	70.4	72	102267	4259173
Distant	Black	2012	00 years	0.0	0	167906	3794901
Distant	Black	2012	01-04 years	0.0	0	692818	15191619
Distant	Black	2012	05-09 years	0.0	0	856405	19919840
Distant	Black	2012	10-14 years	0.0	0	879434	20056779
Distant	Black	2012	15-19 years	0.0	0	925334	19819518
Distant	Black	2012	20-24 years	0.5	5	963683	18257225
Distant	Black	2012	25-29 years	1.2	10	809629	17722067
Distant	Black	2012	30-34 years	0.9	7	781514	19511370
Distant	Black	2012	35-39 years	3.1	22	713928	22179956
Distant	Black	2012	40-44 years	5.7	43	751873	22479229
Distant	Black	2012	45-49 years	10.6	81	762151	19805793
Distant	Black	2012	50-54 years	19.4	145	745572	17224359
Distant	Black	2012	55-59 years	21.6	138	639025	13307234
Distant	Black	2012	60-64 years	35.1	176	501848	10654272
Distant	Black	2012	65-69 years	41.4	142	342748	9409940
Distant	Black	2012	70-74 years	57.4	137	238632	8725574
Distant	Black	2012	75-79 years	59.7	101	169152	7414559
Distant	Black	2012	80-84 years	73.6	82	111430	4900234
Distant	Black	2012	85+ years	65.8	70	106344	4259173
Distant	Black	2013	00 years	0.0	0	167762	3794901
Distant	Black	2013	01-04 years	0.0	0	683637	15191619
Distant	Black	2013	05-09 years	0.0	0	868525	19919840
Distant	Black	2013	10-14 years	0.1	1	871896	20056779
Distant	Black	2013	15-19 years	0.4	4	905573	19819518
Distant	Black	2013	20-24 years	0.1	1	988949	18257225
Distant	Black	2013	25-29 years	0.6	5	829766	17722067
Distant	Black	2013	30-34 years	1.8	14	792242	19511370
Distant	Black	2013	35-39 years	3.2	23	719343	22179956
Distant	Black	2013	40-44 years	6.8	51	748272	22479229
Distant	Black	2013	45-49 years	11.5	86	750786	19805793
Distant	Black	2013	50-54 years	18.5	139	751336	17224359
Distant	Black	2013	55-59 years	28.8	190	660410	13307234
Distant	Black	2013	60-64 years	27.1	140	516739	10654272
Distant	Black	2013	65-69 years	38.9	142	364970	9409940
Distant	Black	2013	70-74 years	41.9	105	250645	8725574
Distant	Black	2013	75-79 years	52.1	91	174514	7414559
Distant	Black	2013	80-84 years	63.7	73	114546	4900234
Distant	Black	2013	85+ years	60.0	66	109974	4259173
Distant	Black	2014	00 years	0.0	0	172974	3794901
Distant	Black	2014	01-04 years	0.0	0	679601	15191619
Distant	Black	2014	05-09 years	0.0	0	875049	19919840
Distant	Black	2014	10-14 years	0.0	0	866248	20056779
Distant	Black	2014	15-19 years	0.0	0	891622	19819518
Distant	Black	2014	20-24 years	0.1	1	999765	18257225
Distant	Black	2014	25-29 years	0.7	6	865401	17722067
Distant	Black	2014	30-34 years	1.8	14	798513	19511370
Distant	Black	2014	35-39 years	2.9	21	734978	22179956
Distant	Black	2014	40-44 years	5.7	42	741653	22479229
Distant	Black	2014	45-49 years	10.0	74	738860	19805793
Distant	Black	2014	50-54 years	16.5	125	756125	17224359
Distant	Black	2014	55-59 years	25.8	175	678557	13307234
Distant	Black	2014	60-64 years	33.1	177	534723	10654272
Distant	Black	2014	65-69 years	36.7	143	390136	9409940
Distant	Black	2014	70-74 years	42.4	111	261890	8725574
Distant	Black	2014	75-79 years	43.3	78	180253	7414559
Distant	Black	2014	80-84 years	52.4	62	118281	4900234
Distant	Black	2014	85+ years	53.7	61	113586	4259173
